File ID,Data Split,Original English,English,Hindi,Korean
arctic_a0118,dev,Pierre obeys me when we are together.,pierre obeys me when we are together.,पियर ओबेज़ मी वेन वी आर टुगेदर.,피에르 오베이즈 미 웬 위 아 투게더.
arctic_a0119,train,Jeanne was turning the bow shoreward.,jeanne was turning the bow shoreward.,जीन वस टर्निंग द बो शोर्वार्ड.,진 워즈 터닝 더 보우 쇼어워드.
arctic_a0120,train,My right foot feels like that of a Chinese debutante.,my right foot feels like that of a chinese debutante.,माई राइट फुट फील्स लाइक दैट अव अ चाइनीज़ डेब्यूटांटे.,마이 라이트 풋 필즈 라이크 댓 어브 아 차이니즈 데뷔탄트.
arctic_a0121,train,"They ate dinner at the fifth, and rested for two hours.","they ate dinner at the fifth, and rested for two hours.","थे एट डिनर ऐट द फिफ्थ, ऐंड रेस्टेड फॉर टू आउर्स.","데이 에이트 디너 앳 더 피프스, 앤드 레스티드 포어 투 아이어스."
arctic_a0122,dev,Two years ago I gave up civilization for this.,two years ago i gave up civilization for this.,टू ईयर्ज़ अगो आई गेव अप सिविलाइज़ेशन फॉर दिस.,투 이어즈 아고 아이 게이브 업 시빌라이제이션 포어 디스.
arctic_a0123,train,She had died from cold and starvation.,she had died from cold and starvation.,शी हैड डाइड फ्रॉम कोल्ड ऐंड स्टार्वेशन.,시 해드 다이드 프럼 콜드 앤드 스타베이션.
arctic_a0124,test,It was Jeanne singing softly over beyond the rocks.,it was jeanne singing softly over beyond the rocks.,इट वज़ जीन सिंगिंग सॉफ्टली ओवर बियॉन्ड द रॉक्स.,잇 워즈 진 싱잉 소프트리 오버 비욘드 더 록스.
arctic_a0125,train,He was determined now to maintain a more certain hold upon himself.,he was determined now to maintain a more certain hold upon himself.,ही वस डिटरमाइंड नाउ टू मेंटेन अ मोर सर्टन होल्ड अपान हिम्सेल्फ.,히 워즈 디터민드 나우 투 메인테인 아 모어 서튼 홀드 어폰 힘셀프.
arctic_a0126,train,Each day she became a more vital part of him.,each day she became a more vital part of him.,ईच डे शी बिकेम अ मोर वाइटल पार्ट अव हिम.,이치 데이 쉬 비케임 아 모어 바이털 파트 어브 힘.
arctic_a0127,train,"It was a temptation, but he resisted it.","it was a temptation, but he resisted it.","इट वज़ अ टेम्प्टेशन, बट ही रिसिस्टेड इट.","잇 와즈 아 템테이션, 벗 히 리서스티드 잇."
arctic_a0128,train,This one hope was destroyed as quickly as it was born.,this one hope was destroyed as quickly as it was born.,दिस वन होप वज डिस्ट्रॉयड ऐस क्विक्ली ऐस इट वज बॉर्न.,디스 원 호프 워즈 디스트로이드 에즈 퀵리 에즈 잇 워즈 본.
arctic_a0129,test,Her face was against his breast.,her face was against his breast.,हर फेस वज अगेंस्ट हिज़ ब्रेस्ट.,허 페이스 워즈 어게인스트 히즈 브레스트.
arctic_a0130,dev,"She was his now, forever.","she was his now, forever.","शी वस हिज़ नाउ, फरएवर.","쉬 워즈 히즈 나우, 포레버."
arctic_a0131,test,Providence had delivered him through the maelstrom.,providence had delivered him through the maelstrom.,प्राविडेंस हैड डिलीवर्ड हिम थ्रू द मेलस्ट्रॉम.,프로비던스 해드 딜리버드 힘 스루 더 메일스트롬.
arctic_a0132,train,A cry of joy burst from Philip's lips.,a cry of joy burst from philip's lips.,अ क्राइ अव जॉय बर्स्ट फ्रॉम फिलिप्स लिप्स.,아 크라이 어브 조이 버스트 프롬 필립스 립스.
arctic_a0133,train,Philip began to feel that he had foolishly overestimated his strength.,philip began to feel that he had foolishly overestimated his strength.,फिलिप बिगन टू फील दैट ही हैड फूलिशली ओवरएस्टिमेटेड हिज़ स्ट्रेंग्थ.,필립 비건 투 필 댓 히 헤드 풀리쉴리 오버에스티메이티드 히즈 스트렝스.
arctic_a0134,train,He obeyed the pressure of her hand.,he obeyed the pressure of her hand.,ही ओबेड द प्रेशर अव हर हैंड.,히 오베이드 더 프레셔 어브 허 핸드.
arctic_a0135,train,"I am going to surprise father, and you will go with Pierre.","i am going to surprise father, and you will go with pierre.","आई ऐम गोइंग टू सरप्राइज़ फादर, ऐंड यू विल गो विथ पिएर.","아이 앰 고잉 투 서프라이즈 파더, 앤드 유 윌 고 위드 피에르."
arctic_a0136,train,"About him, everywhere, were the evidences of luxury and of age.","about him, everywhere, were the evidences of luxury and of age.","अबाउट हिम, एवरीव्हेर, वेर दि एविडेंसेस अव लक्ज़री एंड अव एज.","어바웃 힘, 에브리웨어, 워 디 에비던시즈 어브 럭셔리 앤드 어브 에이지."
arctic_a0137,train,Then he stepped back with a low cry of pleasure.,then he stepped back with a low cry of pleasure.,धेन ही स्टेप्ट बैक विथ अ लो क्राई अव प्लेजर.,덴 히 스텁트 백 위드 아 로우 크라이 오브 플레저.
arctic_a0138,train,In the picture he saw each moment a greater resemblance to Jeanne.,in the picture he saw each moment a greater resemblance to jeanne.,इन द पिक्चर ही सॉ ईच मोमेंट अ ग्रेटर रिसेम्बलन्स टू जीन.,인 더 픽처 히 소 이치 모먼트 아 그레이터 리셈블런스 투 진.
arctic_a0139,train,He told himself that as he washed himself and groomed his disheveled clothes.,he told himself that as he washed himself and groomed his disheveled clothes.,ही टोल्ड हिम्सेल्फ दॅट ऐज़ ही वॉश्ड हिम्सेल्फ ऐंड ग्रूम्ड हिज़ डिशेवेल्ड क्लोथ्ज़.,히 톨드 힘셀프 댓 애즈 히 워시트 힘셀프 앤드 그루메드 히즈 디셰블드 클로스.
arctic_a0140,dev,"Accept a father's blessing, and with it, this.","accept a father's blessing, and with it, this.","अक्सेप्ट अ फादर्स ब्लेसिंग, एंड विथ इट, दिस.","액셉트 아 파더즈 블레싱, 앤드 위드 잇, 디스."
arctic_a0141,train,It seems like a strange pointing of the hand of God.,it seems like a strange pointing of the hand of god.,इट सीम्स लाइक अ स्ट्रेंज पॉइंटिंग अव द हैंड अव गॉड.,잇 심즈 라이크 아 스트레인지 포인팅 어브 더 핸드 어브 갓.
arctic_a0142,train,"Such things had occurred before, he told Philip.","such things had occurred before, he told philip.","सच थिंग्स हैड अकर्ड बिफोर, ही टोल्ड फिलिप.","서치 띵즈 해드 어컬드 비포어, 히 톨드 필립."
arctic_a0143,train,"Ah, I had forgotten, he exclaimed.","ah, i had forgotten, he exclaimed.","आ, आई हैड फरगोटन, ही एक्सक्लेम्ड.","아, 아이 햇 포거튼, 히 익스클레임드."
arctic_a0144,train,But there was something even more startling than this resemblance.,but there was something even more startling than this resemblance.,बट देर वज समथिंग ईवन मोर स्टार्टलिंग धन दिस रेसम्ब्लन्स.,벗 데어 워즈 썸띵 이븐 모어 스타틀링 던 디스 리즘블런스.
arctic_a0145,train,"I have to be careful of them, as they tear very easily.","i have to be careful of them, as they tear very easily.","आई हैव टू बी केयरफुल अव देम, ऐज़ दे टीयर वेरी ईजिली.","아이 해브 투 비 케어풀 오브 뎀, 애즈 데이 티어 베리 이지리."
arctic_a0146,train,"Of course, that is uninteresting, she continued.","of course, that is uninteresting, she continued.","अव कोर्स, दैट इज़ अनइंटरेस्टिंग, शी कंटिन्यूड.","어브 코스, 댓 이즈 언인터레스팅, 쉬 컨티뉴드."
arctic_a0147,train,A moment before he was intoxicated by a joy that was almost madness.,a moment before he was intoxicated by a joy that was almost madness.,अ मोमेंट बिफोर ही वज़ इन्टॉक्सीकेटेड बाय अ जॉय दैट वज़ ऑलमोस्ट मैडनेस.,아 모먼트 비포어 히 워즈 인톡시케이티드 바이 아 조이 댓 워즈 올모스트 매드니스.
