File ID,Data Split,Original English,English,Hindi
p231_278,train,The joint bid is still on course.,the joint bid is still on course.,द जॉइंट बिड़ इस स्टिल ऑन कोर्स.
p231_279,train,At first I thought I was gone.,at first i thought i was gone.,एट फर्स्ट आई थॉट आई वाज़ गॉन.
p231_288,train,The decision was announced at its annual conference in Dunfermline.,the decision was announced at its annual conference in dunfermline.,द डिशन वस ऐनाउंस्ट अट इट्स ऐन्यूअल कांफ्रेंस इन डन्फर्मलाइन.
p231_299,train,I couldn't really work outside Edinburgh.,i could not really work outside edinburgh.,आई कुड़ नाट रियली वर्क आउटसाइड एडिनबर्ग.
p231_304,train,That was the difference between the sides.,that was the difference between the sides.,डैट वस द डिफरन्स बित्वीन द साईड्स.
p231_310,train,McNaughton was not so sure.,mcnaughton was not so sure.,मकनॉटन वाज नॉट सो शोर.
p231_312,train,I thought it was my only chance.,i thought it was my only chance.,आई थॉट इट वाज माई ओन्ली चांस.
p231_313,train,I thought he did very well.,i thought he did very well.,आई थॉट ही डिड वेरी वेल.
p231_319,train,"They included certain insurance policies, and his share of the house.","they included certain insurance policies, and his share of the house.","धे इन्क्लूडिड सर्टन इंशुरन्स पॉलिसीज़, ऐंड हिज़ शेयर ऑफ द हाउस."
p231_353,train,The units will not be replaced.,the units will not be replaced.,द यूनिट्स विल नॉट बी रिप्लेस्ट.
p231_364,train,It is not real life.,it is not real life.,इट इज नॉट रियल लाइफ.
p231_373,train,They were to blame for the first two goals.,they were to blame for the first two goals.,दे वर तू ब्लेम फॉर द फर्स्ट टू गोल्स.
p231_381,train,Had this been common practice?,had this been common practice,हैड दिस बीन कॉमन प्रैक्टिस
p231_398,train,They have failed to deliver.,they have failed to deliver.,थे हैव फेल्ड तू डिलिवर.
p231_399,train,Clark is back on top form.,clark is back on top form.,क्लार्क इस बैक ऑन टॉप फॉर्म.
p231_423,train,It was important to win the singles.,it was important to win the singles.,इट वास इम्पॉर्टेन्ट टू विन द सिंगल्स.
p231_438,train,They are not left wing.,they are not left wing.,दे आर नाट लेफ्ट विंग.
p231_452,train,Its future is no longer in question.,its future is no longer in question.,इट्स फ्यूचर इज़ नो लॉन्गर इन क्वेश्चन.
p231_468,train,War is not the action.,war is not the action.,वार इस नॉट दि एक्शन.
p231_471,train,Dennis was not so sure.,dennis was not so sure.,डेनिस वाज नॉट सो शोर.
p232_007,test,The rainbow is a division of white light into many beautiful colors.,the rainbow is a division of white light into many beautiful colors.,द रेनबो इस अ डिविजन अफ व्हाइट लाइट इंटू मैनी ब्यूटिफ़ल कलर्स.
p232_013,train,Some have accepted it as a miracle without physical explanation.,some have accepted it as a miracle without physical explanation.,सम हेव एक्सेप्टेड इट ऐस अ मिराकल विदाउट फिजिकल एक्स्प्लैनेशन.
p232_029,test,"Their courage, and their honesty, should be respected.","their courage, and their honesty, should be respected.","थेयर करैज, ऐंड थेयर हानेस्टी, शुद बी रिस्पेक्टेड."
p232_037,train,"Two other men, including the taxi driver, were wounded in the attack.","two other men, including the taxi driver, were wounded in the attack.","टू अदर मेन, इन्क्लूडिंग द टैक्सी ड्राइवर, वर वाउंडेड इन दि अटैक."
p232_042,train,You must always attempt to raise the bar.,you must always attempt to raise the bar.,यू मस्ट आलवेज़ अटेम्प्ट टू रेज़ द बार.
p232_059,train,That's the truth.,that's the truth.,धैट्स द ट्रूथ.
p232_076,train,I had my suspicions.,i had my suspicions.,आई हैड माई सस्पिशन्स.
